model,regime,prompt_id,fact_id,category,context_answer,memory_answer,reason
qwen2_5_1_5b_instruct,explicit_context,p_c4eb200eb9,fact_b6ec3374ba,mathematics,360,180,neither
qwen2_5_1_5b_instruct,explicit_context,p_f91d8e7e93,fact_1354756506,mathematics,180,360,neither
qwen2_5_1_5b_instruct,explicit_context,p_df2bd175a4,fact_b830604e86,mathematics,360,180,neither
qwen2_5_1_5b_instruct,explicit_context,p_1997536ef1,fact_83e5330282,mathematics,180,360,neither
qwen2_5_1_5b_instruct,explicit_context,p_ad4c4f6ce7,fact_fb36e1341a,biology,48,46,neither
qwen2_5_1_5b_instruct,explicit_context,p_92aab3903d,fact_92cbeb1ccc,biology,76,78,neither
qwen2_5_1_5b_instruct,explicit_context,p_20e332c847,fact_e5e0df5e29,biology,36,38,neither
qwen2_5_1_5b_instruct,explicit_context,p_519839c1d7,fact_ebaae32223,biology,62,64,neither
qwen2_5_1_5b_instruct,explicit_context,p_5a82afae90,fact_7459b6df2f,biology,46,48,neither
qwen2_5_1_5b_instruct,explicit_context,p_c7e4e369a8,fact_abb3fbb79e,biology,10,8,no_context_single_token
qwen2_5_1_5b_instruct,explicit_context,p_5a8d523739,fact_b489166d56,biology,76,78,neither
qwen2_5_1_5b_instruct,explicit_context,p_052c455ed3,fact_de913ff24f,biology,46,48,neither
qwen2_5_1_5b_instruct,explicit_context,p_d20596ed77,fact_bd47cf34ba,biology,retinol,ascorbic acid,neither
qwen2_5_1_5b_instruct,explicit_context,p_2f7a1c41c8,fact_c608fad484,biology,ascorbic acid,retinol,neither
qwen2_5_1_5b_instruct,explicit_context,p_ef8627192e,fact_fba410bfb9,biology,calciferol,cholecalciferol,neither
qwen2_5_1_5b_instruct,explicit_context,p_a726847645,fact_0a64f74c8f,biology,biotin,cobalamin,neither
qwen2_5_1_5b_instruct,explicit_context,p_4c6d7156e5,fact_8196f397ca,biology,tocopherol,phylloquinone,neither
qwen2_5_1_5b_instruct,explicit_context,p_ab6a1cd76e,fact_71d502cd12,biology,phylloquinone,tocopherol,neither
qwen2_5_1_5b_instruct,explicit_context,p_37f2cbcb1f,fact_80c1f0b60e,biology,riboflavin,thiamine,neither
qwen2_5_1_5b_instruct,explicit_context,p_52f479105f,fact_81491497cf,biology,thiamine,riboflavin,neither
qwen2_5_1_5b_instruct,explicit_context,p_c4b991f70e,fact_b03f402e98,biology,riboflavin,niacin,neither
qwen2_5_1_5b_instruct,explicit_context,p_7f0649c67d,fact_b76964213e,biology,niacin,folate,neither
qwen2_5_1_5b_instruct,explicit_context,p_7736e1ae1c,fact_ed29491528,physics,condensation,evaporation,neither
qwen2_5_1_5b_instruct,explicit_context,p_ac61224c72,fact_8b5f90d1c9,physics,evaporation,condensation,neither
qwen2_5_1_5b_instruct,explicit_context,p_038ddc504d,fact_75d16ff435,physics,deposition,sublimation,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_context,p_5717240ccd,fact_bf724e5a57,physics,sublimation,deposition,no_context_single_token
qwen2_5_1_5b_instruct,explicit_context,p_484df6dba6,fact_ca95666daf,chemistry,H2SO4,HCl,neither
qwen2_5_1_5b_instruct,explicit_context,p_9357feebc7,fact_5a1fe168b0,chemistry,HCl,H2SO4,neither
qwen2_5_1_5b_instruct,explicit_context,p_7a1bffcc97,fact_95c0ff4641,chemistry,HCl,HNO3,neither
qwen2_5_1_5b_instruct,explicit_context,p_a0cfb0b91b,fact_d088c2a623,chemistry,HNO3,CH3COOH,neither
qwen2_5_1_5b_instruct,explicit_context,p_0263b4cacb,fact_ec36ddae7a,chemistry,KOH,NaOH,neither
qwen2_5_1_5b_instruct,explicit_context,p_8d30fc885e,fact_2bfb0aed37,chemistry,NaOH,KOH,neither
qwen2_5_1_5b_instruct,explicit_context,p_7c2782a587,fact_e7a1d2e24e,chemistry,NaOH,NH3,neither
qwen2_5_1_5b_instruct,explicit_context,p_f7f7962e90,fact_cbc9571a4c,chemistry,HCl,H2CO3,neither
qwen2_5_1_5b_instruct,explicit_context,p_fa6b222b48,fact_457b2a7392,sports,Sao Paulo,Rio de Janeiro,neither
qwen2_5_1_5b_instruct,explicit_context,p_6d193fce2c,fact_b1d3a409a6,sports,Thessaloniki,Athens,no_context_single_token
qwen2_5_1_5b_instruct,explicit_context,p_8812bf3a51,fact_deefb0c535,sports,Pyeongchang,Beijing,no_context_single_token
qwen2_5_1_5b_instruct,explicit_context,p_1575b8d7f2,fact_bd863ad39d,sports,Sochi,Pyeongchang,neither
qwen2_5_1_5b_instruct,explicit_context,p_d7d9671d1b,fact_919cef6807,sports,Vancouver,Sochi,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_context,p_dc6642cbcb,fact_7b28167dc6,sports,Argentina,West Germany,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_context,p_d7ff11fa38,fact_fa8aa8c110,sports,West Germany,Argentina,no_context_single_token
qwen2_5_1_5b_instruct,explicit_context,p_52c60acaa0,fact_6d0e60e066,sports,10,11,neither
qwen2_5_1_5b_instruct,explicit_context,p_0fd42ce1c4,fact_408ea5ffb4,sports,10,11,neither
qwen2_5_1_5b_instruct,explicit_context,p_d559928972,fact_6caf6e61a1,sports,13,15,neither
qwen2_5_1_5b_instruct,explicit_context,p_c2cab67797,fact_4ec452c94c,sports,15,13,neither
qwen2_5_1_5b_instruct,explicit_context,p_dd98bf33fb,fact_1d35b0d1bb,sports,12,11,neither
qwen2_5_1_5b_instruct,explicit_context,p_33159c91b3,fact_76fdf8a30d,geography,South America,Africa,no_context_single_token
qwen2_5_1_5b_instruct,explicit_context,p_d6ab8192ba,fact_e74e55eed6,geography,Africa,South America,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_context,p_0a35c2e77d,fact_2794b29d74,geography,South America,North America,neither
qwen2_5_1_5b_instruct,explicit_context,p_7a21bca81c,fact_5b5639b023,geography,8800,8849,neither
qwen2_5_1_5b_instruct,explicit_context,p_48aee0a72a,fact_3f98b1dbf9,geography,8500,8611,neither
qwen2_5_1_5b_instruct,explicit_context,p_fa7b7b1a75,fact_dd0323f495,geography,8500,8586,neither
qwen2_5_1_5b_instruct,explicit_context,p_d42a6e9f3c,fact_7736e511d8,geography,8400,8516,neither
qwen2_5_1_5b_instruct,explicit_context,p_dc49e4c6f2,fact_82717fd9d3,geography,8400,8485,neither
qwen2_5_1_5b_instruct,explicit_context,p_4c561cf160,fact_4986e8c5bb,geography,8100,8188,neither
qwen2_5_1_5b_instruct,explicit_context,p_10448b1a9b,fact_b477a66807,geography,8100,8167,neither
qwen2_5_1_5b_instruct,explicit_context,p_5ce5ab839f,fact_c65f47acb4,geography,8100,8163,neither
qwen2_5_1_5b_instruct,explicit_context,p_04268d517d,fact_821594db29,geography,second largest,largest,no_context_single_token
qwen2_5_1_5b_instruct,explicit_context,p_1e0591b83b,fact_7fd8c7505c,geography,largest,second largest,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_context,p_837acf16d3,fact_0a3330ae4f,geography,second largest,third largest,neither
qwen2_5_1_5b_instruct,explicit_context,p_378d22ab87,fact_75e76d281e,geography,second smallest,smallest,no_context_single_token
qwen2_5_1_5b_instruct,explicit_context,p_4be934cdfe,fact_3002f6dd8f,geography,South America,North America,neither
qwen2_5_1_5b_instruct,explicit_context,p_35ca8ea10f,fact_fabe8187a5,geography,North America,South America,neither
qwen2_5_1_5b_instruct,explicit_context,p_82eb3b55d8,fact_02351e7b87,geography,North America,South America,neither
qwen2_5_1_5b_instruct,explicit_memory,p_0d9d4d3e0b,fact_50f768a4d5,geography,Rio,Brasilia,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_814acb78c7,fact_18aa9e9202,geography,Mumbai,New Delhi,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_a01bb844ba,fact_ca64e96245,geography,St Petersburg,Moscow,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_07a7e1d555,fact_2874804b8c,geography,Cancun,Mexico City,neither
qwen2_5_1_5b_instruct,explicit_memory,p_2ab78a7667,fact_286046a449,geography,Cape Town,Pretoria,neither
qwen2_5_1_5b_instruct,explicit_memory,p_4fa034e533,fact_44005944e3,geography,Cordoba,Buenos Aires,neither
qwen2_5_1_5b_instruct,explicit_memory,p_6767f082e1,fact_2617dd9d80,geography,Cusco,Lima,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_a3519b26c4,fact_0222835aa1,geography,Medellin,Bogota,neither
qwen2_5_1_5b_instruct,explicit_memory,p_dfd35ea720,fact_ec31e79d2e,geography,Valparaiso,Santiago,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_f444460d21,fact_650f37efb4,geography,Isfahan,Tehran,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_7cb103c5cd,fact_038c326d27,geography,Basra,Baghdad,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_6155b4dc2d,fact_69609ac68d,geography,Jeddah,Riyadh,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_e9a51fafb0,fact_875fda5014,geography,Tel Aviv,Jerusalem,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_891eb5b6b6,fact_f5e4bfa6f2,geography,Thessaloniki,Athens,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_103189be7b,fact_14ff40da97,geography,Gothenburg,Stockholm,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_bc4c1b4e00,fact_8374cc6152,geography,Tampere,Helsinki,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_86405bd32b,fact_dc899c066d,geography,Aarhus,Copenhagen,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_eb2e2b7ddc,fact_c6f2f1741c,geography,Krakow,Warsaw,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_9a869d7175,fact_4eed072e0a,geography,Lviv,Kyiv,neither
qwen2_5_1_5b_instruct,explicit_memory,p_5eb4e8826e,fact_1c83d19930,geography,Cluj,Bucharest,neither
qwen2_5_1_5b_instruct,explicit_memory,p_5a44c77d68,fact_7c6956c666,geography,Debrecen,Budapest,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_4c216c3cf4,fact_635a00293d,geography,Antwerp,Brussels,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_87287fec67,fact_a5fe058fe7,geography,Phuket,Bangkok,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_720fdad29f,fact_4bbeadf6ad,geography,Saigon,Hanoi,neither
qwen2_5_1_5b_instruct,explicit_memory,p_d10e443cfc,fact_a235a13cfc,geography,Cebu,Manila,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_1e52618b6a,fact_7b0d3cbc7d,geography,Penang,Kuala Lumpur,neither
qwen2_5_1_5b_instruct,explicit_memory,p_31f4e3ec6e,fact_76fd43d9a1,geography,Busan,Seoul,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_cf91139ebd,fact_c53d00f125,geography,Mombasa,Nairobi,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_ac9c06ea14,fact_7da9e1a49d,geography,Lagos,Abuja,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_e98add2f39,fact_43a61a9717,geography,Casablanca,Rabat,neither
qwen2_5_1_5b_instruct,explicit_memory,p_7f858dd1e6,fact_d1a7ba5a02,geography,Nairobi,Addis Ababa,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_84e171d422,fact_4ac8a5d8a6,geography,Kumasi,Accra,neither
qwen2_5_1_5b_instruct,explicit_memory,p_e1eec03e88,fact_a08651e3a6,geography,Chittagong,Dhaka,neither
qwen2_5_1_5b_instruct,explicit_memory,p_4a21447690,fact_69259664b6,geography,Colombo,Sri Jayawardenepura Kotte,neither
qwen2_5_1_5b_instruct,explicit_memory,p_515f36103e,fact_0c5ef66604,geography,Los Angeles,Sacramento,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_0ffa9122b4,fact_b5dacf01fb,geography,Miami,Tallahassee,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_6956c2e540,fact_12c37a2b97,geography,New York City,Albany,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_0c896e6804,fact_7f94c6b033,geography,Philadelphia,Harrisburg,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_d6c28cc65c,fact_e11e5bad57,geography,Las Vegas,Carson City,neither
qwen2_5_1_5b_instruct,explicit_memory,p_5e28271608,fact_67f1571903,geography,Baltimore,Annapolis,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_2b3e658ff3,fact_c4dbfabb88,geography,Minneapolis,Saint Paul,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_f08af518bf,fact_ad986f03e1,geography,New Orleans,Baton Rouge,neither
qwen2_5_1_5b_instruct,explicit_memory,p_1208ceb03c,fact_90c385f2dc,geography,Louisville,Frankfort,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_0c71e061a3,fact_18b6eda606,geography,New Haven,Hartford,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_6a98024322,fact_39cee6bcd6,geography,Provo,Salt Lake City,neither
qwen2_5_1_5b_instruct,explicit_memory,p_8e783e0123,fact_23011915f5,geography,Cedar Rapids,Des Moines,neither
qwen2_5_1_5b_instruct,explicit_memory,p_24db5681d4,fact_57d9029279,geography,Biloxi,Jackson,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_519a88d330,fact_204e343618,geography,Wichita,Topeka,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_7adf218870,fact_2b97c29591,geography,Nampa,Boise,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_3de2dd5ca0,fact_8fcae9fadc,geography,Hilo,Honolulu,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_88f7c65ff8,fact_51830d1683,geography,Anchorage,Juneau,neither
qwen2_5_1_5b_instruct,explicit_memory,p_7275a958dd,fact_8b142e6764,geography,Billings,Helena,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_817e473e54,fact_6d1a9d7a60,geography,Burlington,Montpelier,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_fe0117d193,fact_252cbea80e,geography,Casper,Cheyenne,neither
qwen2_5_1_5b_instruct,explicit_memory,p_74af3bc8be,fact_1c182617ac,geography,Fargo,Bismarck,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_9af9eebc3a,fact_9cf484fbad,geography,Sioux Falls,Pierre,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_c93be52683,fact_d74971e01c,geography,peso,rupee,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_e3ee7aa2c3,fact_5593c8294f,geography,euro,ruble,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_650aa52890,fact_ecd7399509,geography,euro,krona,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_dc8c0bfbc6,fact_ec84017d27,geography,euro,krone,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_8fd0b9e650,fact_522a0f0048,geography,dirham,riyal,neither
qwen2_5_1_5b_instruct,explicit_memory,p_e14cc4e0e3,fact_24c47ff7c5,geography,riyal,dirham,neither
qwen2_5_1_5b_instruct,explicit_memory,p_709ce94723,fact_6a864232a1,chemistry,12,11,neither
qwen2_5_1_5b_instruct,explicit_memory,p_3dbf3a8e68,fact_bb0e3ef7c1,chemistry,16,15,neither
qwen2_5_1_5b_instruct,explicit_memory,p_08412568f4,fact_2fad0b0703,chemistry,15,16,neither
qwen2_5_1_5b_instruct,explicit_memory,p_5443898991,fact_2604b685fa,chemistry,18,17,neither
qwen2_5_1_5b_instruct,explicit_memory,p_b1833bda90,fact_d25769596a,chemistry,20,19,neither
qwen2_5_1_5b_instruct,explicit_memory,p_bdfb550471,fact_da10d5a901,chemistry,19,20,neither
qwen2_5_1_5b_instruct,explicit_memory,p_64da460745,fact_b5d325043b,chemistry,27,26,neither
qwen2_5_1_5b_instruct,explicit_memory,p_5bbd65fc9c,fact_29a641a459,chemistry,30,29,neither
qwen2_5_1_5b_instruct,explicit_memory,p_e0bac6ad5b,fact_9c9a2e4da3,chemistry,29,30,neither
qwen2_5_1_5b_instruct,explicit_memory,p_ceb96737b3,fact_c43e1459a6,chemistry,48,47,neither
qwen2_5_1_5b_instruct,explicit_memory,p_05a0ff89e9,fact_0b868e4408,chemistry,80,79,neither
qwen2_5_1_5b_instruct,explicit_memory,p_604207aae3,fact_cbc55e7f44,chemistry,81,82,neither
qwen2_5_1_5b_instruct,explicit_memory,p_bef91c7d98,fact_08eccaf034,chemistry,91,92,neither
qwen2_5_1_5b_instruct,explicit_memory,p_843f4becc0,fact_8f6079efd0,chemistry,10,9,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_d2ed05f09a,fact_a6120a2c95,chemistry,9,10,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_24341dbae6,fact_091f43d021,chemistry,14,13,neither
qwen2_5_1_5b_instruct,explicit_memory,p_0492297414,fact_02df6b17bd,chemistry,13,14,neither
qwen2_5_1_5b_instruct,explicit_memory,p_93c9ebd7e9,fact_5c0dc7c4c5,chemistry,17,18,neither
qwen2_5_1_5b_instruct,explicit_memory,p_134e00e6c2,fact_c8249fcab8,chemistry,23,22,neither
qwen2_5_1_5b_instruct,explicit_memory,p_4e2f0db8b6,fact_a4be9609ed,chemistry,25,24,neither
qwen2_5_1_5b_instruct,explicit_memory,p_595a243850,fact_7e9552185f,chemistry,24,25,neither
qwen2_5_1_5b_instruct,explicit_memory,p_fadfd0f08e,fact_06db44d557,chemistry,28,27,neither
qwen2_5_1_5b_instruct,explicit_memory,p_1841e0aee0,fact_7c8ef8f074,chemistry,27,28,neither
qwen2_5_1_5b_instruct,explicit_memory,p_21bcb82d90,fact_7989d46bd5,chemistry,36,35,neither
qwen2_5_1_5b_instruct,explicit_memory,p_d3db7baf12,fact_fef8128d0d,chemistry,90,100,neither
qwen2_5_1_5b_instruct,explicit_memory,p_4b1486833a,fact_8a94d9d5cc,chemistry,80,78,neither
qwen2_5_1_5b_instruct,explicit_memory,p_b215ee7369,fact_95d3459c6f,chemistry,-200,-196,neither
qwen2_5_1_5b_instruct,explicit_memory,p_2fb9b3e894,fact_fe677d97b8,chemistry,-180,-183,neither
qwen2_5_1_5b_instruct,explicit_memory,p_49f4813ae5,fact_8f256de3b3,chemistry,3000,2862,neither
qwen2_5_1_5b_instruct,explicit_memory,p_2ec3d3a794,fact_d088f13b9f,chemistry,3000,2856,neither
qwen2_5_1_5b_instruct,explicit_memory,p_ba900dc598,fact_78050045a0,chemistry,2500,2562,neither
qwen2_5_1_5b_instruct,explicit_memory,p_5720970f39,fact_b71dc5a415,chemistry,1700,1749,neither
qwen2_5_1_5b_instruct,explicit_memory,p_f8f43a469a,fact_f1d21d7d3f,chemistry,2200,2162,neither
qwen2_5_1_5b_instruct,explicit_memory,p_7351a1fe63,fact_f59785647d,chemistry,-250,-253,neither
qwen2_5_1_5b_instruct,explicit_memory,p_bb8164e06c,fact_e9a1aeb387,chemistry,-270,-269,neither
qwen2_5_1_5b_instruct,explicit_memory,p_2e25f48cac,fact_0de3017cd4,chemistry,100,78,neither
qwen2_5_1_5b_instruct,explicit_memory,p_eb0f4c513a,fact_7c23c9f721,astronomy,80,95,neither
qwen2_5_1_5b_instruct,explicit_memory,p_8dc9036efa,fact_3b24ebd9f0,astronomy,130,146,neither
qwen2_5_1_5b_instruct,explicit_memory,p_3bfe1b2eab,fact_da8e8fbaf5,astronomy,20,28,neither
qwen2_5_1_5b_instruct,explicit_memory,p_adde0ea4e5,fact_98766b58a5,astronomy,20,16,neither
qwen2_5_1_5b_instruct,explicit_memory,p_5b68dfc296,fact_4728a74172,astronomy,planet,dwarf planet,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_1cb1a82f8f,fact_687e3cfc53,astronomy,nebula,galaxy,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_90a23ae164,fact_01e7906f85,astronomy,artificial satellite,natural satellite,neither
qwen2_5_1_5b_instruct,explicit_memory,p_eefc1f9e95,fact_c9a31e611a,biology,flock,gaggle,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_c6f2da6529,fact_2513c2338c,biology,flock,flamboyance,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_a67561033b,fact_f11a277a8a,biology,8,10,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_50ec93e94c,fact_de0e9f2f76,biology,10,8,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_5aded92cd7,fact_35833bcc4a,biology,8,10,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_84158995de,fact_f60c2021fa,biology,bird,mammal,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_7bcdaa00fe,fact_2cb53d8be2,biology,fish,mammal,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_6b09595c07,fact_3188c3d1ae,biology,fish,mammal,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_806c6f562b,fact_85087344ba,biology,reptile,mammal,neither
qwen2_5_1_5b_instruct,explicit_memory,p_c12ae51d5e,fact_0de2dcf992,biology,reptile,amphibian,neither
qwen2_5_1_5b_instruct,explicit_memory,p_5f550e89a1,fact_308c87aed8,biology,amphibian,reptile,neither
qwen2_5_1_5b_instruct,explicit_memory,p_5817c98db6,fact_867d11dfe7,biology,reptile,amphibian,neither
qwen2_5_1_5b_instruct,explicit_memory,p_17cafe7ad6,fact_180a275f41,biology,mammal,fish,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_77d94e425c,fact_10d2374984,biology,amphibian,reptile,neither
qwen2_5_1_5b_instruct,explicit_memory,p_1d881fb6d9,fact_8959016b9c,biology,mammal,fish,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_5528f420bc,fact_7b587f2129,biology,fish,invertebrate,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_f1203243a5,fact_7edffb20d1,biology,fish,crustacean,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_5748b7f904,fact_30bdbc5bc3,biology,insect,mollusk,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_095ca8a437,fact_ffdca41653,biology,insect,annelid,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_6644a5ca98,fact_69f6727917,biology,100,120,neither
qwen2_5_1_5b_instruct,explicit_memory,p_b76438a750,fact_e7e7b24423,biology,300,389,neither
qwen2_5_1_5b_instruct,explicit_memory,p_79b90b15f6,fact_b2e155ca4c,biology,70,80,neither
qwen2_5_1_5b_instruct,explicit_memory,p_c7cbe5c20c,fact_e6d18fe474,biology,70,88,neither
qwen2_5_1_5b_instruct,explicit_memory,p_1d2cee5515,fact_6e1b1677c3,biology,60,70,neither
qwen2_5_1_5b_instruct,explicit_memory,p_2099085393,fact_50167cdb92,biology,40,56,neither
qwen2_5_1_5b_instruct,explicit_memory,p_9fe4963419,fact_dda56837f8,biology,50,40,neither
qwen2_5_1_5b_instruct,explicit_memory,p_fbb0d53805,fact_aaf40f91bc,physics,Joule,Newton,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_5c77f3eb93,fact_a98b348240,physics,Watt,Joule,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_4099677f3a,fact_4db8c24955,physics,Joule,Watt,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_0cda4567b3,fact_9dc297664d,physics,Watt,Hertz,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_c0adae4d1a,fact_83b7bbe8f6,physics,Volt,Ampere,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_419dce843b,fact_eee51a6fcf,physics,Ampere,Volt,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_d6a54b67a8,fact_92f10dde6d,physics,Volt,Ohm,no_memory_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_6b7dc89ae9,fact_0df87ca473,physics,Ohm,Farad,neither
qwen2_5_1_5b_instruct,explicit_memory,p_401a6ff3d8,fact_e98ce0fd89,physics,Lumen,Candela,neither
qwen2_5_1_5b_instruct,explicit_memory,p_9239644524,fact_33f052cfec,physics,Curie,Becquerel,neither
qwen2_5_1_5b_instruct,explicit_memory,p_52a46421e4,fact_17e6fa8431,physics,Sievert,Gray,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_5dc776fc16,fact_4c8aeef5e5,physics,Farad,Henry,no_context_single_token
qwen2_5_1_5b_instruct,explicit_memory,p_67c28f91c5,fact_fc2027e8bc,physics,F=mv,F=ma,neither
qwen2_5_1_5b_instruct,explicit_memory,p_fc9484af2f,fact_9ee0a1b3e7,physics,300000000,299792458,neither
qwen2_5_1_5b_instruct,explicit_memory,p_adde0ab04d,fact_88c63537c8,physics,6.626e-32,6.626e-34,neither
qwen2_5_1_5b_instruct,explicit_memory,p_560676bf61,fact_56787410b6,history,1778,1776,neither
qwen2_5_1_5b_instruct,explicit_memory,p_aee425cb3c,fact_a9f44e0d47,history,1791,1789,neither
qwen2_5_1_5b_instruct,explicit_memory,p_a222837ceb,fact_8001ff34f9,history,1916,1914,neither
qwen2_5_1_5b_instruct,explicit_memory,p_906caff23f,fact_ec6140dd2c,history,1919,1918,neither
qwen2_5_1_5b_instruct,explicit_memory,p_245581f7dd,fact_ac8d5d6d7d,history,1940,1939,neither
qwen2_5_1_5b_instruct,explicit_memory,p_3eb64ca070,fact_4cf2c8f74b,history,1946,1945,neither
qwen2_5_1_5b_instruct,explicit_memory,p_b714457a01,fact_88e1aaaf92,history,1970,1969,neither
qwen2_5_1_5b_instruct,explicit_memory,p_f043d6eb32,fact_def1984e62,history,1990,1989,neither
qwen2_5_1_5b_instruct,explicit_memory,p_ee99f0c7fb,fact_1f0b7c83f2,history,1963,1961,neither
qwen2_5_1_5b_instruct,explicit_memory,p_7b608a7121,fact_79f60faa27,history,1955,1953,neither
qwen2_5_1_5b_instruct,explicit_memory,p_768e28a6f8,fact_9f33a3cda8,history,1907,1905,neither
qwen2_5_1_5b_instruct,explicit_memory,p_88dc5fc5cf,fact_1f407179eb,history,1930,1928,neither
qwen2_5_1_5b_instruct,explicit_memory,p_58a8d0b504,fact_28bf618b1f,history,1494,1492,neither
qwen2_5_1_5b_instruct,explicit_memory,p_ba43cd0ade,fact_3124bfa91d,history,1905,1903,neither
qwen2_5_1_5b_instruct,explicit_memory,p_2cac891f94,fact_011b861fb3,history,1959,1957,neither
qwen2_5_1_5b_instruct,explicit_memory,p_d2af0d4383,fact_52c8794331,history,1866,1865,neither
qwen2_5_1_5b_instruct,explicit_memory,p_88c445a5c3,fact_cbcb55107d,history,1918,1917,neither
qwen2_5_1_5b_instruct,explicit_memory,p_4e1b7efc5c,fact_6128e90655,history,1800,1799,neither
qwen2_5_1_5b_instruct,explicit_memory,p_4d570f2355,fact_57918bb58a,history,1816,1815,neither
qwen2_5_1_5b_instruct,explicit_memory,p_e9a61fb345,fact_ce46388c3b,history,1217,1215,neither
qwen2_5_1_5b_instruct,explicit_memory,p_37dc54cb3b,fact_6cf5527831,history,15,16,neither
qwen2_5_1_5b_instruct,explicit_memory,p_5f63c167d2,fact_a87645d8ed,history,27,26,neither
qwen2_5_1_5b_instruct,explicit_memory,p_9689f9ad66,fact_622779fadf,history,29,28,neither
qwen2_5_1_5b_instruct,explicit_memory,p_c2c3efb711,fact_b5baf0b628,history,31,32,neither
